Codebarre;Titre;Editeur;Date_achat;Prix;Frequence;Format;Info;Public
2624;Jeux Olympiques : Londres 2012;Sega;9/14/12;50;2;PC;1 DVD, notice, n° série;+3 ans
2625;Ghost Recon : Future Soldier;Ubisoft;9/14/12;50;4;PC;2 DVDs, notice, 2 feuillet, n° série;+18 ans
2626;Spec Ops : The line;2Kgames;9/14/12;20;1;PC;1 DVD, notice, n° série;+18 ans
2627;Prototype 2;Activision;9/14/12;49,9;2;PC;1 DVD, notice, n° série;+18 ans
2628;Rebelle;Disney;9/14/12;20;1;PC/MAC;1 DVD, notice;+12 ans
2629;Détective Judge Dee;BigBen;9/14/12;19,9;1;PC/MAC;1 CD;+7 ans
2630;Sleeping Dogs;Square enix;9/14/12;50;5;PC;1 DVD, notice, n° série;+18 ans
2631;Darksiders II - Edition limité;THQ;9/14/12;50;;PC;1 DVD, notice, n° série;+16 ans
2632;Transformers : la chute de Cybertron;Activision;9/14/12;49,9;;PC;1 DVD, notice, n° série;+12 ans
2633;Les Sims 3 : Super-Pouvoirs (addon);Electronic Art;9/14/12;40;5;PC/MAC;1 DVD, notice, n° série;+12 ans
2634;Dark souls;Bandai;9/14/12;49,9;2;PC;3 DVDs, notice, n° série, livre, poster;+16 ans
2635;Madden NFL 13 (Xbox);NFL players;9/14/12;69,9;2;X360;1 DVD, notice;+3 ans
2636;Transformers : La chute de cybertron (Xbox);Activision;9/14/12;69,9;1;X360;1 DVD, notice;+12 ans
2637;Darksiders 2 (Xbox);THQ;9/14/12;69,9;3;X360;1 DVD, notice, n° série;+16 ans
2638;Sleeping Dogs (Xbox);Square enix;9/14/12;59,9;1;X360;1 DVD, notice;+18 ans
2639;Spec Ops : The line (Xbox);2Kgames;9/14/12;65;;X360;1 DVD, notice;+18 ans
2640;Lego Batman 2 : DC Super Heroes (Wii);WB games;9/14/12;39,9;7;WII;1 DVD, 2 notices;+7 ans
2641;Project Zero 2 : Wii Edition (Wii);Nintendo;9/14/12;49,9;1;WII;1 DVD, 2 notices;+16 ans
2642;Beat the Beat : Rhythm Paradise (Wii);Nintendo;9/14/12;39,9;1;WII;1 DVD, 2 notices;+7 ans
2643;Madden NFL 13 (PS3);NFL Players;9/14/12;69,9;2;PS3;1 BluRay, notice;+3 ans
2644;Darksiders 2 (PS3);THQ;9/14/12;69,9;2;PS3;1 BluRay, notice;+16 ans
2645;Sleeping Dogs (PS3);Square enix;9/14/12;59,9;12;PS3;1 BluRay, notice;+18 ans
2646;Spec Ops : The line (PS3);2Kgames;9/14/12;65;5;PS3;1 BluRay, notice;+18 ans
2647;L'oeil noir : les chaines de Satinav;Deep Sliver;9/14/12;30;2;PC;1 DVD, notice, n° série;+16 ans
2648;Endless Space;Amplitude;9/14/12;29,92;;PC/MAC;1 DVD, notice, artbook, n° série;+7 ans
2649;Proshow Producer 5;Photodex;9/14/12;250;4;PC;1 CD, 1 grosse notice, feuille raccoucis clavier, n° enregistrement;
2650;PicturesToExe 7.0;Wnsoft;9/14/12;90;4;PC;1 CD, n° enregistrement;
2651;Deponia;MicroApplication;9/14/12;24,24;1;PC;1 DVD, 1 CD audio;+12 ans
2652;Orc Must Die 2;MicroApplication;9/14/12;19,14;1;PC;1 DVD, n° série;+12 ans
2653;Collection complète: Dfine 2.0, HDR EFEX Pro, VIVEZA 2, Color EFEX Pro 4, Silver EFEX Pro 2, Sharpener Pro 3;Nik software;11/27/12;465;4;PC/MAC;1 DVD, 6 notices;
2654;Kinect héros : Une aventure Disney Pixar  (jeu Kinect) (Xbox);Disney;11/27/12;49;8;X360;2 DVDs, feuillet;+7 ans
2655;Les Lapins Crétins : Partent en live (jeu Kinect) (Xbox);Ubisoft;11/27/12;30;6;X360;1 DVD, notice;+7 ans
2656;F1 2012;Codemasters;11/27/12;49,9;1;PC;1 DVD, notice, n° série;+3 ans
2657;Borderlands 2;2Kgames;11/27/12;50;5;PC;1 DVD, notice, n° série;+18 ans
2658;Fifa 13;Electronic Art;11/27/12;49,9;4;PC;1 DVD, feuille, n° série;+3 ans
2659;Anno 2070 : En eaux profondes;Ubisoft;11/27/12;29,9;2;PC;1 DVD, feuille, n° série;+7 ans
2660;Dishonored;Arkane;11/27/12;49,9;3;PC;1 DVD, notice, n° série;+18 ans
2661;Worms Revolution: Edition Deluxe;MicroApplication;11/27/12;30;2;PC;1 DVD, n° série;+12 ans
2662;Of ORCS and Men;Focus;11/27/12;39,9;2;PC;1 DVD, notice, n° série;+16 ans
2663;WRC 3 : FIA World rally championship;Milestone;11/27/12;39,9;2;PC;1 DVD, feuille, notice, n° série;+3 ans
2664;Xcom : Enemy Unknown;2Kgames;11/27/12;49,9;4;PC;2 DVDs, notice, n° série;+18 ans
2665;Rocksmith + Câble;Ubisoft;11/27/12;59,9;3;PC;1 DVD, notice, feuille n° autocollant, cable Usb/jack, n° série;+12 ans
2666;Euro Truck 2 Simulator;Microïds;11/27/12;30;;PC;1 CD, feuille, n° série;+7 ans
2667;LFP Manager 13;Electronic Art;11/27/12;49,9;;PC;1 DVD, feuille, n° série;+3 ans
2668;Need for Speed : Most Wanted;Electronic Art;11/27/12;49,9;2;PC;1 DVD, feuille, n° série;+7 ans
2669;Football Manager 2013;Sega;11/27/12;49,9;3;PC/MAC;1 DVD, notice, n° série;+3 ans
2670;Call of Duty : Black Ops 2;Activision;11/27/12;59,9;9;PC;2 DVDs, 2 feuilles, n° série;+18 ans
2671;Assassin's Creed III;Ubisoft;11/27/12;49,9;10;PC;2 DVDs, notice, n° série;+18 ans
2672;Halo 4 (Xbox);Microsoft;11/27/12;69,9;10;X360;2 DVDs, feuille, n° série;+16 ans
2673;Call of Duty: Black ops 2 (Xbox);Activision;11/27/12;69,9;5;X360;1 DVD, notice;+18 ans
2674;Assassin's Creed 3 (Xbox);Ubisoft;11/27/12;69,9;5;X360;2 DVDs, 2 notices, n° access;+18 ans
2675;Dishonored (Xbox);Bethesda;11/27/12;69,9;3;X360;1 DVD, notice;+18 ans
2676;Resident Evil 6 (Xbox);Capcom;11/27/12;69,9;1;X360;1 DVD, notice;+18 ans
2677;Forza Horizon (Xbox);Microsoft;11/27/12;69,9;3;X360;1 DVD, feuille;+12 ans
2678;Hitman Absolution (Xbox);Square enix;11/27/12;59,9;4;X360;1 DVD, notice, 2 feuillets;+18 ans
2679;007 Legends (Xbox);Activision;11/27/12;69,9;2;X360;1 DVD, notice;+16 ans
2680;Borderlands 2 (Xbox);2Kgames;11/27/12;64,9;1;X360;1 DVD, notice;+18 ans
2681;Dance Central 3 (Xbox);Harmonix;11/27/12;49;4;X360;1 DVD, 2 feuilles, n° activation;+12 ans
2682;XCOM : Enemy Unknown (Xbox);2Kgames;11/27/12;59,9;;X360;1 DVD, notice;+18 ans
2683;FIFA 13 (Xbox);Electronic Art;11/27/12;69,9;4;X360;1 DVD, notice, 2 feuilles;+3 ans
2684;Far Cry 3 (Xbox);Ubisoft;11/27/12;54;6;X360;1 DVD, notice, 1 feuille;+18 ans
2685;NBA 2K13 (Xbox);2Ksports;11/27/12;59,9;7;X360;1 DVD, notice;+3 ans
2686;Inazuma Eleven : Strikers (Wii);Levels;11/27/12;49;3;WII;1 DVD, 2 notices;+12 ans
2687;Just dance 4 (Wii);Ubisoft;11/27/12;39,9;15;WII;1 DVD, 2 notices;+3 ans
2688;Disney Princesse : Mon royaume enchanté (Wii);Disney;11/27/12;30;10;WII;1 DVD, 2 notices;+3 ans
2689;Just Dance : Disney party (Wii);Ubisoft;11/27/12;39,9;6;WII;1 DVD, 2 notices;+3 ans
2690;WWE 13 (Wii);THQ;11/27/12;39,9;;WII;1 DVD, 2 notices;+16 ans
2691;One Piece : Pirate Warriors (PS3);Bandai;11/27/12;59,9;2;PS3;1 BluRay, notice;+12 ans
2692;Call  Of Duty: Black ops 2 (PS3);Activision;11/27/12;69,9;8;PS3;1 BluRay, notice;+18 ans
2693;Assassin's Creed 3 (PS3);Ubisoft;11/27/12;69,9;10;PS3;1 BluRay, notice, 2 feuillets;+18 ans
2694;Dishonored (PS3);Bethesda;11/27/12;62,5;5;PS3;1 BluRay, notice;+18 ans
2695;Resident Evil 6 (PS3);Capcom;11/27/12;69,9;5;PS3;1 BluRay, notice;+18 ans
2696;Mugen Souls (PS3);NIS;11/27/12;50;;PS3;1 BluRay, notice;+16 ans
2697;007 Legends (PS3);Activision;11/27/12;69,9;4;PS3;1 BluRay, notice;+16 ans
2698;Borderlands 2 (PS3);2Kgames;11/27/12;64,9;3;PS3;1 BluRay, notice;+18 ans
2699;FIFA 13 (PS3);Electronic Art;11/27/12;59,9;10;PS3;1 BluRay, notice, 2 feuilles;+3 ans
2700;XCOM : Enemy Unknown (PS3);2Kgames;11/27/12;41,57;2;PS3;1 BluRay, notice, 1 feuille;+18 ans
2701;Hitman Absolution (PS3);Square enix;11/27/12;59;8;PS3;2 BluRay, notice, 3 feuilles;+18 ans
2702;Killzone Classic HD (PS3);Sony;11/27/12;15;;PS3;1 BluRay, 1 notices, 1 feuille;+18 ans
2703;Far Cry 3 (PS3);Ubisoft;11/27/12;54;11;PS3;1 BluRay, notice, 1 feuille;+18 ans
2704;Angry Birds Trilogy (PS3);Activision;11/27/12;25;3;PS3;1 BluRay, notice;+3 ans
2705;Binary Domain (PS3);Sega;11/27/12;11,2;1;PS3;1 BluRay, notice;+18 ans
2706;F1 2012 (PS3);Codemasters;11/27/12;50;4;PS3;1 BluRay, notice, 1 feuille;+3 ans
2707;PES 2013 : Pro Evolution Soccer;Konami;11/27/12;31;1;PC;1 DVD, notice, n° série;+3 ans
2708;Les Nouvelles Aventures de Sherlock Holmes : Le testament de Sherlock;Focus;11/27/12;38,5;2;PC;1 DVD, notice, n° série;+16 ans
2709;Air Conflicts : Pacific Carriers;MicroApplication;11/27/12;30;2;PC;1 DVD, n° série;+16 ans
2710;Planets Under Attack;TopWare;11/27/12;20;2;PC/MAC;1 DVD, notice, n° série;+3 ans
2711;Blood Bowl - Edition chaos;Focus;11/27/12;28,15;1;PC;1 DVD, 2 notices, n° série;+16 ans
2712;Disney Princesse : Mon royaume enchanté;Disney;11/27/12;20;5;PC/MAC;1 DVD, notice;+3 ans
2713;Far Cry 3;Ubisoft;11/27/12;42,85;10;PC;1 DVD, notice, n° série;+18 ans
2714;Les Sims 3 - Kit diesel (addon);Electronic Art;11/27/12;17,95;4;PC/MAC;1 DVD, notice, n° série;+12 ans
2715;Les Sims 3 - Kit Vitesse ultime (addon);Electronic Art;11/27/12;12,6;2;PC/MAC;1 DVD, notice, n° série;+12 ans
2716;Les Sims 3 - Barnacle Bay (addon);Electronic Art;11/27/12;11,9;;PC/MAC;;+12 ans
2717;Les Sims 3 - Katy Perry- Délices sucrés (addon);Electronic Art;11/27/12;16,25;5;PC/MAC;1 DVD, notice, n° série;+12 ans
2718;Les Sims 3 - Saisons (addon);Electronic Art;11/27/12;33,35;5;PC/MAC;1 DVD, notice, n° série;+12 ans
2719;Les Sims 3 - Suites de rêves (addon);Electronic Art;11/27/12;16,25;6;PC/MAC;1 DVD, notice, n° série;+12 ans
2720;Les Sims 3 - Vie citadine (addon);Electronic Art;11/27/12;16,25;3;PC/MAC;1 DVD, notice, n° série;+12 ans
2721;Batman Arkham City (PS3);Wbgames;11/27/12;22,85;4;PS3;1 BluRay, notice, 1 feuille;+16 ans
2722;Batman Arkham City (Xbox);Wbgames;11/27/12;21,55;8;X360;1 DVD, notice;+16 ans
2723;Birds of Steel (PS3);Konami;11/27/12;100;4;PS3;1 BluRay, notice;+16 ans
2724;Killzone 2 (PS3);Sony;11/27/12;15;;PS3;1 BluRay, notice;+18 ans
2725;Killzone 3 (PS3);Sony;11/27/12;18;;PS3;1 BluRay, notice;+18 ans
2726;Hitman Absolution;Square enix;4/22/13;30;2;PC;2 DVDs, notice, n° série;+18 ans
2727;Crysis 3;Electronic Art;4/22/13;59,9;4;PC;2 DVDs, feuille, n° série;+16 ans
2728;DMC - Devil May Cry;Capcom;4/22/13;39,9;;PC;1 DVD, notice, n° série;+16 ans
2729;Dead Space 3;Electronic Art;4/22/13;49,9;3;PC;2 DVDs, feuille, n° série;+18 ans
2730;Tomb Raider;Square enix;4/22/13;49,9;9;PC;1 DVD, notice, n° série, 4 feuilles;+18 ans
2731;Resident Evil 6;Capcom;4/22/13;30;2;PC;2 DVDs, notice, n° série;+18 ans
2732;Bioshock Infinite;2Kgames;4/22/13;49,9;3;PC;3 DVDs, feuille, n° série;+18 ans
2733;Trials Evolution Gold Edition;Ubisoft;4/22/13;25;;PC;2 DVDs, notice, n° série;+12 ans
2734;Starcraft II - Heart of the Swarm (extension);Blizzard;4/22/13;39,9;2;PC;1 DVD, notice, n° série, 3 feuilles;+16 ans
2735;Farming simulator 2013;Focus;4/22/13;25;3;PC;1 DVD, notice, n° série;+3 ans
2736;Travaux forestiers Simulator 2013;UIG;4/22/13;20;1;PC;1 DVD, n° série;+3 ans
2737;Gear of War - Judgment (Xbox);Microsoft;4/22/13;70;;X360;1 DVD, feuille;+18 ans
2738;Metal Gear Rising - Revengeance (Xbox);Konami;4/22/13;69,9;5;X360;1 DVD, feuille, notice;+18 ans
2739;Tomb Raider (Xbox);Square enix;4/22/13;59,9;6;X360;1 DVD, 2 feuilles, notice;+18 ans
2740;Bioshock - Infinite (Xbox);2Kgames;4/22/13;69,9;1;X360;1 DVD, notice;+18 ans
2741;Dead Space 3 (Xbox);Electronic Art;4/22/13;69,9;;X360;1 DVD, feuille, notice;+18 ans
2742;Tomb Raider (PS3);Square enix;4/22/13;59,9;10;PS3;1 BluRay, notice, 2 feuilles;+18 ans
2743;Bioshock - Infinite (PS3);2Kgames;4/22/13;69,9;10;PS3;1 BluRay, notice;+18 ans
2744;DMC - Devil May Cry (PS3);Capcom;4/22/13;39,9;2;PS3;1 BluRay, notice;+16 ans
2745;Metal Gear Rising - Revengeance (PS3);Konami;4/22/13;69,9;4;PS3;1 BluRay, notice, 1 feuille;+18 ans
2746;Dead Space 3 (PS3);Electronic Art;4/22/13;69,9;3;PS3;1 BluRay, notice, 1 feuille;+18 ans
2747;God of War - Ascension (PS3);Sony;4/22/13;74,9;7;PS3;1 BluRay, notice, 1 feuille;+18 ans
2748;Injustice - Les dieux sont parmi nous (Xbox);Wbgames;4/22/13;69,9;1;X360;1 DVD, feuille;+16 ans
2749;Injustice - Les dieux sont parmi nous (PS3);Wbgames;4/22/13;69,9;5;PS3;1 BluRay, notice;+16 ans
2750;The Lost Chronicles of Zerzura;MicroApplication;4/22/13;30,8;3;PC;1 DVD;+16 ans
2751;Naruto Shippuden : ultimate Ninja storm 3 (Xbox);Bandai;4/22/13;48;1;X360;1 DVD, notice;+12 ans
2752;DMC : Devil may cry (Xbox);Capcom;4/22/13;34,9;2;X360;1 DVD, feuille;+16 ans
2753;Star Trek;Bandai;4/22/13;45;1;PC;1 DVD, feuille, n° série;+16 ans
2754;Les Sims 3 : Kit 70's, 80's & 90's (addon);Electronic Art;4/22/13;14,7;2;PC/MAC;1 DVD, feuille, n° série;+12 ans
2755;Les Sims 3 : University (addon);Electronic Art;4/22/13;29,9;4;PC/MAC;1 DVD, feuille, n° série;+12 ans
2756;Naruto Shippuden : ultimate Ninja storm 3 (PS3);Bandai;4/22/13;46,9;4;PS3;1 BluRay, notice, 1 feuille, 1 carte;+12 ans
2757;Maîtriser la Retouche Photo avec Nik Software;Elephorm;6/25/13;33,36;;PC/MAC;1 DVD, 1 notice;
2758;Atelier Photo: La macro;Elephorm;6/25/13;29,18;;PC/MAC;1 DVD, 1 notice;
2759;Technique Photo: L'éclairage au flash;Elephorm;6/25/13;29,18;;PC/MAC;1 DVD, 1 notice;
2760;Peinture Numérique sous Photoshop;Elephorm;6/25/13;33,4;1;PC/MAC;1 DVD, 1 notice;
2761;Maîtriser la Photo HDR;Elephorm;6/25/13;41,72;1;PC/MAC;1 DVD, 1 notice;
2762;Atelier Créatif - Concept Art avec Photoshop;Elephorm;6/25/13;33,36;1;PC/MAC;1 DVD, 1 notice;
2763;Wargame - Airland Battle;Focus;9/19/13;45;1;PC;1 DVD, feuille, n° série;+16 ans
2764;Splinter Cell - Blacklist;Ubisoft;9/19/13;35;1;PC;3 DVDs, feuille, n° série;+18 ans
2765;Rayman - Legends;Ubisoft;9/19/13;30;1;PC;1 DVD, feuille, n° série;+7 ans
2766;Metro - Last light;Deep silver;9/19/13;49,9;;PC;1 DVD, 2 notices, n° série;+18 ans
2767;Grid 2 - Limited edition;CodeMasters;9/19/13;49,9;;PC;1 DVD, notice, n° série;+3 ans
2768;Remember Me;Capcom;9/19/13;39,9;2;PC;1 DVD, feuille, n° série;+16 ans
2769;Company of Heroes 2: Red star edition;Sega;9/19/13;79,9;3;PC;2 DVDs, notice, n° série;+18 ans
2770;Diablo 3;Blizzard;9/19/13;59,9;;PC/MAC;1 DVD, notice, n° série;+16 ans
2771;Photoshop Lightroom 5;Adobe;9/19/13;131;7;PC/MAC;1 DVD;
2772;Auto-ecole Deluxe - Edition 2013;MicroApplication;9/19/13;39,9;5;PC;1 DVD, 1 DVD double, 2 livrets, n° série;
2773;Video Studio pro X6;Corel;9/19/13;69,9;7;PC;1 DVD, feuille, n° série;
2774;Pinnacle Studio 16;Pinnacle;9/19/13;59,9;9;PC;2 DVDs, 2 feuillets, lunette3D, n° série;
2775;Metro - Last light (PS3);Deep silver;9/19/13;49,9;5;PS3;1 BluRay, 2 notices;+18 ans
2776;Rayman - Legends (PS3);Ubisoft;9/19/13;44,9;11;PS3;1 BluRay, notice;+7 ans
2777;The Bureau - Xcom declassified (PS3);2Kgames;9/19/13;55,9;2;PS3;1 BluRay, notice, feuille;+16 ans
2778;Splinter Cell - Blacklist (PS3);Ubisoft;9/19/13;45;4;PS3;1 BluRay, notice, 2 feuilles;+18 ans
2779;Diablo 3 (PS3);Blizzard;9/19/13;39,9;2;PS3;1 BluRay, notice, feuille;+16 ans
2780;Dishonored (PS3);Arkane;9/19/13;29,9;2;PS3;1 BluRay, notice;+18 ans
2781;Resident Evil - Revelations (Xbox);Capcom;9/19/13;50;;X360;1 DVD, 1 notice;+16 ans
2782;Grid 2 - Limited edition (Xbox);CodeMasters;9/19/13;59,9;;X360;1 DVD, 1 notice, 2 feuilles;+3 ans
2783;Lost Planet 3 (Xbox);Capcom;9/19/13;59,9;2;X360;1 DVD, 1 notice;+16 ans
2784;Grand Theft Auto V - GTA 5 (Xbox);Rockstargames;9/19/13;69,9;8;X360;2 DVDs, notice, plan, feuille;+18 ans
2785;Rayman - Legends (Xbox);Ubisoft;9/19/13;44,9;2;X360;1 DVD, 1 notice;+7 ans
2786;Metro - Last light (Xbox);Deep silver;9/19/13;60;;X360;1 DVD, 1 notice, 2 feuilles;+18 ans
2787;Splinter Cell - Blacklist (Xbox);Ubisoft;9/19/13;45;;X360;1 DVD, 1 notice, 2 feuilles;+18 ans
2788;Dishonored (Xbox);Arkane;9/19/13;10;;X360;1 DVD, 1 notice;+18 ans
2789;Diablo 3 (Xbox);Blizzard;9/19/13;40;5;X360;1 DVD, 1 notice, feuille;+16 ans
2790;Fable - The journey (Xbox);Microsoft;9/19/13;49;1;X360;1 DVD;+12 ans
2791;Dance 3 Central (Xbox);Harmonix;9/19/13;20;;X360;1 DVD, 2 feuilles;+12 ans
2792;Grand Theft Auto V - GTA 5 (PS3);Rockstargames;9/19/13;69,9;11;PS3;1 BluRay, notice, plan, feuille;+18 ans
2793;The Last of US (PS3);Sony;9/19/13;49,9;7;PS3;1 BluRay, notice;+18 ans
2794;Photoshop elements 12;Adobe;9/19/13;99,9;6;PC/MAC;2 DVDs, notice, feuille, n° série;
2795;Les Sims 3: Dragon valley (addon);Electronic Art;9/19/13;20;2;PC/MAC;1 DVD, 2 feuillet , n° série;+12 ans
2796;Les Sims 3: Kit Cinéma;Electronic Art;9/19/13;20;2;PC/MAC;1 DVD, feuillet , n° série;+12 ans
2797;Resident Evil - Revelations;Capcom;9/19/13;28,9;;PC;1 DVD, notice, n° série;+16 ans
2798;The Bureau - Xcom declassified;2Kgames;9/19/13;31,5;;PC;2 DVDs, notice, feuille, n° série;+16 ans
2799;Lost Planet 3;Capcom;9/19/13;22,75;;PC;2 DVDs, notice, n° série;+16 ans
2800;Divinity - Dragon Commander;Focus;9/19/13;39,9;;PC;2 DVDs, notice, n° série;+12 ans
2801;PayDay 2;Overkill;9/19/13;22,35;2;PC;1 DVD, feuillet , n° série;+18 ans
2802;Total Ware - Rome II;Sega;9/19/13;41,75;4;PC;3 DVDs, notice, n° série;+16 ans
2803;The Bureau - Xcom declassified (Xbox);2Kgames;9/19/13;40,2;;X360;1 DVD, notice, feuille;+16 ans
2804;Remember Me (Xbox);Capcom;9/19/13;30;1;X360;1 DVD, notice;+16 ans
2805;PayDay 2 (Xbox);Overkill;9/19/13;31,35;1;X360;1 DVD, notice;+18 ans
2806;Resident Evil - Revelations (PS3);Capcom;9/19/13;30;2;PS3;1 BluRay, notice;+16 ans
2807;The Last of US (PS3);Sony;9/19/13;49,9;12;PS3;1 BluRay, notice;+18 ans
2808;Lost Planet 3 (PS3);Capcom;9/19/13;39,9;1;PS3;1 BluRay, notice;+16 ans
2809;PayDay 2 (PS3);Overkill;9/19/13;31,7;1;PS3;1 BluRay, notice;+18 ans
2810;Grid 2 - Limited edition (PS3);CodeMasters;9/19/13;46;2;PS3;1 BluRay, notice, 2 feuilles;+3 ans
2811;Batman - Arkham Origins;WB games;11/29/13;49,9;1;PC;3 DVDs, n° série;+16 ans
2812;Need For Speed - Rivals;Electronic Art;11/29/13;50;1;PC;2 DVDs, notice, n° série;+7 ans
2813;Assassin's Creed IV - Black Flag;Ubisoft;11/29/13;49,9;1;PC;3 DVDs, 2 notices, n° série;+18 ans
2814;F1 2013;CodeMasters;11/29/13;49,9;;PC;1 DVD, notice, n° série;+3 ans
2815;Call of Duty - Ghosts;Activision;11/29/13;59,9;4;PC;4 DVDs, 2 feuilles, n° série;+16 ans
2816;Football Manager 2014;Sega;11/29/13;49,9;1;PC;1 DVD, notice, n° série;+3 ans
2817;Lego Marvel - Super Heroes;WB games;11/29/13;30;;PC;1 DVD, notice;+7 ans
2818;Les Sims 3: En route vers le futur (addon);Electronic Art;11/29/13;40;;PC/MAC;1 DVD, 2 feuilles, n° série;+12 ans
2819;Battlefield 4;Electronic Art;11/29/13;59,9;2;PC;3 DVDs, notice, n° série;+18 ans
2820;Contrast;Focus;11/29/13;20;;PC;1 DVD, notice, feuille, n° série;+12 ans
2821;Arma III;Bohemia;11/29/13;49,9;2;PC;1 DVD, notice, plan, planche, keycard;+16 ans
2822;Rocksmith 2014 edition;Ubisoft;11/29/13;69,9;2;PC/MAC;1 DVD, notice, autocollants, cable, n° série;+12 ans
2823;Trainz Simulator 12;N3V Games;11/29/13;12,5;;PC;2 DVDs;+3 ans
2824;XCOM Enemy Unknown;2Kgames;11/29/13;19,8;;PC;2 DVDs, notice, feuille, n° série;+18 ans
2825;XCOM Enemy Unknown (PS3);2Kgames;11/29/13;20,78;;PS3;1 BluRay, notice, feuille;+18 ans
2826;F1 2013 (PS3);CodeMasters;11/29/13;44,31;1;PS3;1 BluRay, notice;+3 ans
2827;Dragon's Crown (PS3);Atlus;11/29/13;43;;PS3;1 BluRay, notice;+12 ans
2828;NBA 2K14 (PS3);2Kgames;11/29/13;40,2;;PS3;1 BluRay, notice;+3 ans
2829;Skylanders - Swap Force (PS3);Activision;11/29/13;51,45;;PS3;1 BluRay, notice, 1 plateau, 3 figurines, 1 plan, 6 cartes, notice;+7 ans
2830;Need For Speed - Rivals (PS3);Electronic Art;11/29/13;69,9;3;PS3;1 BluRay, notice;+7 ans
2831;Call of Duty - Ghosts (PS3);Activision;11/29/13;49,9;5;PS3;1 BluRay, notice;+16 ans
2832;Assassin's Creed IV - Black Flag (PS3);Ubisoft;11/29/13;54,9;8;PS3;1 BluRay, 2 notices, 2 feuilles;+18 ans
2833;Just Dance 2014 (PS3);Ubisoft;11/29/13;49,9;2;PS3;1 BluRay, notice;+3 ans
2834;Fifa 14 (PS3);Electronic Art;11/29/13;59,9;6;PS3;1 BluRay, notice, 1 feuille;+3 ans
2835;Battlefield 4 (PS3);Electronic Art;11/29/13;59,9;4;PS3;1 BluRay, notice, 2 feuilles;+18 ans
2836;Lego Marvel - Super Heroes (PS3);WB games;11/29/13;49,9;6;PS3;1 BluRay, notice, 1 feuille;+7 ans
2837;Batman - Arkham Origins (PS3);WB games;11/29/13;39,9;1;PS3;1 BluRay, notice, 2 feuilles;+16 ans
2838;Beyond - Two souls (PS3);Sony;11/29/13;39,9;3;PS3;1 BluRay, notice;+16 ans
2839;Just Dance 2014 (Xbox);Ubisoft;11/29/13;49,9;3;X360;1 DVD, notice, feuille;+3 ans
2840;Need For Speed - Rivals (Xbox);Electronic Art;11/29/13;69,9;3;X360;1 DVD, notice;+7 ans
2841;Fifa 14 (Xbox);Electronic Art;11/29/13;59,9;12;X360;1 DVD, notice, feuille;+3 ans
2842;Assassin's Creed IV - Black Flag (Xbox);Ubisoft;11/29/13;54,9;4;X360;2 DVDs, 2 notices, feuille;+18 ans
2843;Batman - Arkham Origins (Xbox);WB games;11/29/13;39,9;;X360;2 DVDs, feuille;+16 ans
2844;Battlefield 4 (Xbox);Electronic Art;11/29/13;49,9;2;X360;2 DVDs, notice, feuille;+18 ans
2845;F1 2013 (Xbox);CodeMasters;11/29/13;59,9;1;X360;1 DVD, notice;+3 ans
2846;NBA 2K14 (Xbox);2Kgames;11/29/13;59,9;7;X360;1 DVD, notice;+3 ans
2847;Lego Marvel - Super Heroes (Xbox);WB games;11/29/13;49,9;6;X360;1 DVD, notice;+7 ans
2848;Call of Duty - Ghosts (Xbox);Activision;11/29/13;69,9;4;X360;2 DVDs, notice, feuille;+16 ans
2849;XCOM Enemy Unknown (Xbox);2Kgames;11/29/13;39,9;;X360;1 DVD, notice;+18 ans
2850;Apprendre Lightroom 5;Elephorm;3/25/14;31,21;5;PC/MAC;1 DVD, 1 notice;
2851;Débutez avec votre Mac - OSX pour tous;Elephorm;3/25/14;33,25;;PC/MAC;1 DVD, 1 notice;
2852;Apprendre Excel 2013;Elephorm;3/25/14;24,72;1;PC/MAC;1 DVD, 1 notice;
2853;Apprendre Word 2013;Elephorm;3/25/14;24,72;;PC/MAC;1 DVD, 1 notice;
2854;Apprendre PowerPoint 2013;Elephorm;3/25/14;24,72;;PC/MAC;1 DVD, 1 notice;
2855;Apprendre Wordpress 3.4;Elephorm;3/25/14;37,1;5;PC/MAC;1 DVD, 1 notice;
2856;Maîtrissez et Personnalisez les Thèmes dans WordPress;Elephorm;3/25/14;37,1;1;PC/MAC;1 DVD, 1 notice;
2857;Apprendre la Photo Urbaine;Elephorm;3/25/14;31,21;2;PC/MAC;1 DVD, 1 notice;
2858;South Park - Le bâton de la vérité;Ubisoft;3/25/14;52,8;1;PC;1 DVD, 1 notice, n° série;+18 ans
2859;SpellForce2 - Demons of the past;Nordic games;3/25/14;26,5;1;PC;1 DVD;+12 ans
2860;Might & Magic X: Legacy;Ubisoft;3/25/14;25;;PC;1 DVD, 1CD audio, notice, n° série, drat, cartes;+16 ans
2861;Dark Souls II (PS3);Bandai;3/25/14;53;;PS3;1 BluRay, notice;+16 ans
2862;Castlevania - Lords of shadow 2 (PS3);Konami;3/25/14;44,55;;PS3;1 BluRay, notice;+18 ans
2863;South Park - Le bâton de la vérité (PS3);Ubisoft;3/25/14;54;2;PS3;1 BluRay, notice;+18 ans
2864;Lightning Returns - Final fantasy XIII (PS3);Square Onix;3/25/14;43;;PS3;1 BluRay, notice;+16 ans
2865;Dark Souls II (Xbox);Bandai;3/25/14;53;2;X360;1 DVD, 1 notice;+16 ans
2866;Castlevania - Lords of shadow 2 (Xbox);Konami;3/25/14;47;;X360;1 DVD;+18 ans
